,user_id,is_gone
0,4,0.9998581546845428
1,6,0.9998581546845428
2,10,0.9998581546845428
3,12,0.9998581546845428
4,13,0.9995913659871183
5,15,0.9995913659871183
6,19,0.9998581546845428
7,21,0.9687247093810191
8,23,0.9998581546845428
9,35,0.9995913659871183
10,40,0.9998581546845428
11,45,0.9998581546845428
12,55,0.9998581546845428
13,58,0.9998581546845428
14,62,0.9998581546845428
15,72,0.9998581546845428
16,74,0.9998581546845428
17,81,0.9998581546845428
18,84,0.9998581546845428
19,92,0.9998581546845428
20,93,0.9998581546845428
21,98,0.9998581546845428
22,102,0.9940401155454883
23,105,0.9998581546845428
24,107,0.9998581546845428
25,112,0.9998581546845428
26,113,0.9998581546845428
27,119,0.9998581546845428
28,124,0.9998581546845428
29,140,0.9998581546845428
30,141,0.9998581546845428
31,143,0.9998581546845428
32,150,0.9998581546845428
33,159,0.9998581546845428
34,162,0.9998581546845428
35,164,0.9998581546845428
36,165,0.9998581546845428
37,167,0.9998581546845428
38,174,0.9998581546845428
39,177,0.9998581546845428
40,180,0.9998581546845428
41,185,0.9998581546845428
42,186,0.9986795599313323
43,195,0.9998581546845428
44,198,0.9998581546845428
45,200,0.9998581546845428
46,204,0.9998581546845428
47,205,0.9998581546845428
48,207,0.9935209172841988
49,208,0.976356040610883
50,212,0.9998581546845428
51,213,0.9998581546845428
52,217,0.9998581546845428
53,218,0.9998581546845428
54,234,0.9998581546845428
55,235,0.9998581546845428
56,236,0.9998581546845428
57,237,0.9998581546845428
58,242,0.9998581546845428
59,248,0.9996117933270701
60,253,0.9874328068415504
61,260,0.9998581546845428
62,261,0.9998581546845428
63,269,0.9998581546845428
64,271,0.9998581546845428
65,273,0.9998581546845428
66,276,0.9998581546845428
67,283,0.9998581546845428
68,289,0.9998581546845428
69,298,0.9998581546845428
70,303,0.9998581546845428
71,306,0.9998581546845428
72,308,0.9998581546845428
73,317,0.9998581546845428
74,318,0.9998581546845428
75,319,0.9998581546845428
76,320,0.9998581546845428
77,324,0.9998581546845428
78,328,0.9998581546845428
79,331,0.9998581546845428
80,335,0.9998581546845428
81,341,0.9998581546845428
82,346,0.9998581546845428
83,348,0.9998581546845428
84,349,0.9998581546845428
85,351,0.9998581546845428
86,355,0.9998581546845428
87,363,0.9998581546845428
88,366,0.9998581546845428
89,367,0.9998581546845428
90,373,0.9998581546845428
91,375,0.9998581546845428
92,382,0.9998581546845428
93,388,0.9998581546845428
94,389,0.9998581546845428
95,391,0.998685937075647
96,400,0.9998581546845428
97,406,0.9998581546845428
98,409,0.9998581546845428
99,411,0.9998581546845428
100,414,0.9998581546845428
101,417,0.9998581546845428
102,419,0.9998581546845428
103,421,0.9998581546845428
104,423,0.9998581546845428
105,424,0.9998581546845428
106,425,0.9998581546845428
107,430,0.9986795599313323
108,448,0.9998581546845428
109,460,0.9998581546845428
110,462,0.9998581546845428
111,465,0.9998581546845428
112,467,0.9998581546845428
113,474,0.9873054267379173
114,476,0.9998581546845428
115,483,0.9998581546845428
116,485,0.9998581546845428
117,486,0.9986795599313323
118,487,0.9998581546845428
119,498,0.9998581546845428
120,503,0.9998581546845428
121,504,0.9998581546845428
122,511,0.9998581546845428
123,516,0.9998581546845428
124,522,0.9998581546845428
125,530,0.9998581546845428
126,534,0.9998581546845428
127,543,0.9998581546845428
128,554,0.9998581546845428
129,557,0.9998581546845428
130,561,0.9998581546845428
131,565,0.9998581546845428
132,567,0.9998581546845428
133,570,0.9998581546845428
134,574,0.9998581546845428
135,575,0.9998581546845428
136,578,0.9998581546845428
137,579,0.9998581546845428
138,583,0.9998581546845428
139,586,0.9998581546845428
140,593,0.9998581546845428
141,599,0.9998581546845428
142,601,0.9998581546845428
143,602,0.9998581546845428
144,611,0.9998581546845428
145,613,0.9998581546845428
